title,category,rating,price_gbp,price_incl_tax,stock_quantity,in_stock,upc,price_range,rating_label
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,4,52.65,52.65,14,Yes,2b5054a4192e9b06,Caro,Bom
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,4,38.2,38.2,14,Yes,44a10f1ac8ce822e,Médio,Bom
What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,2,19.6,19.6,14,Yes,6fd646a334e6e133,Barato,Ruim
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,1,53.9,53.9,14,Yes,92275cedf6d8ee15,Caro,Péssimo
Walt Disney's Alice in Wonderland,Childrens,5,12.96,12.96,14,Yes,6a31307a81e8f3a8,Barato,Excelente
V for Vendetta (V for Vendetta Complete),Default,4,37.1,37.1,14,Yes,4a1debca3135ff37,Médio,Bom
Until Friday Night (The Field Party #1),Young Adult,2,46.31,46.31,14,Yes,aba2db9afb1469c7,Caro,Ruim
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,2,45.95,45.95,14,Yes,76c84daa539426e2,Caro,Ruim
Twenty Yawns,Childrens,2,22.08,22.08,14,Yes,1d6443ffba9dfd80,Médio,Ruim
Through the Woods,Sequential Art,2,25.38,25.38,14,Yes,6e44bcbeac7f4360,Médio,Ruim
This Is Where It Ends,Young Adult,2,27.12,27.12,14,Yes,f0f38174a7e689a3,Médio,Ruim
The Year of Magical Thinking,Nonfiction,2,43.04,43.04,14,Yes,34c0d7c4ee5650af,Caro,Ruim
The Wright Brothers,Default,4,56.8,56.8,14,Yes,08b2f71d93836313,Caro,Bom
The White Queen (The Cousins' War #1),Add a comment,5,25.91,25.91,14,Yes,6875c5657661b2fb,Médio,Excelente
The Wedding Pact (The O'Malleys #2),Romance,3,32.61,32.61,14,Yes,c5cb9f885d8b3621,Médio,Regular
The Time Keeper,Fiction,5,27.88,27.88,14,Yes,e9906e2f0d189745,Médio,Excelente
The Testament of Mary,Fiction,4,52.67,52.67,14,Yes,081305e6df719dff,Caro,Bom
The Star-Touched Queen,Fantasy,5,46.02,46.02,14,Yes,1528279aec1f3dce,Caro,Excelente
The Songs of the Gods,Default,5,44.48,44.48,14,Yes,00c4543ec6bd25b4,Caro,Excelente
The Song of Achilles,Add a comment,5,37.4,37.4,14,Yes,e88fb1c9397cfb27,Médio,Excelente
The Rosie Project (Don Tillman #1),Default,1,54.04,54.04,14,Yes,012094e90a4b908d,Caro,Péssimo
The Power of Habit: Why We Do What We Do in Life and Business,Default,3,16.88,16.88,14,Yes,6bdd909329435e80,Barato,Regular
The Marriage of Opposites,Historical Fiction,4,28.08,28.08,14,Yes,52cf2a5933ec5d8f,Médio,Bom
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,1,10.4,10.4,14,Yes,4e812d32d64e2431,Barato,Péssimo
The Long Haul (Diary of a Wimpy Kid #9),Humor,1,44.07,44.07,14,Yes,f21effc079a2b38a,Caro,Péssimo
The Loney,Horror,1,23.4,23.4,14,Yes,2d88a31f325dfd3b,Médio,Péssimo
The Literature Book (Big Ideas Simply Explained),Nonfiction,3,17.43,17.43,14,Yes,4881cc53f6c8892f,Barato,Regular
The Last Mile (Amos Decker #2),Mystery,2,54.21,54.21,14,Yes,3bc89353f7e3a3cc,Caro,Ruim
The Immortal Life of Henrietta Lacks,Add a comment,2,40.67,40.67,14,Yes,f72f61ad6a5f12ed,Caro,Ruim
The Hidden Oracle (The Trials of Apollo #1),Fantasy,2,52.26,52.26,14,Yes,992974ba6a0536ea,Caro,Ruim
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,3,28.77,28.77,14,Yes,ddc8340dabc8641b,Médio,Regular
The Guilty (Will Robie #4),Thriller,2,13.82,13.82,14,Yes,847935fc68707426,Barato,Ruim
The First Hostage (J.B. Collins #2),Fiction,3,25.85,25.85,14,Yes,a86972014275e072,Médio,Regular
The Dovekeepers,Add a comment,1,48.78,48.78,14,Yes,3d76bc83c6b644c9,Caro,Péssimo
The Darkest Lie,Young Adult,5,35.35,35.35,14,Yes,6edacfd1f8ebb9eb,Médio,Excelente
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,4,44.73,44.73,14,Yes,dc6f688b82e42a5b,Caro,Bom
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,Nonfiction,1,15.77,15.77,14,Yes,923831a05c9f91f7,Barato,Péssimo
The 14th Colony (Cotton Malone #11),Thriller,1,39.24,39.24,14,Yes,1b8187fa4bf6ab05,Médio,Péssimo
That Darkness (Gardiner and Renner #1),Mystery,1,13.92,13.92,14,Yes,0c7b9cf2b7662b65,Barato,Péssimo
Tastes Like Fear (DI Marnie Rome #3),Mystery,1,10.69,10.69,14,Yes,2d1e337aaf341858,Barato,Péssimo
Take Me with You,Fiction,3,45.21,45.21,14,Yes,2c04320e110a14a3,Caro,Regular
Swell: A Year of Waves,Nonfiction,1,45.58,45.58,14,Yes,4c8b7540409da4ac,Caro,Péssimo
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,5,11.89,11.89,14,Yes,ac8e3949d284e9a9,Barato,Excelente
Still Life with Bread Crumbs,Fiction,3,26.41,26.41,14,Yes,fe44cc816576c652,Médio,Regular
Steve Jobs,Default,5,39.5,39.5,14,Yes,95019eac1c0a052f,Médio,Excelente
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,4,44.74,44.74,14,Yes,3edcccc4f341fb1a,Caro,Bom
Someone Like You (The Harrisons #2),Contemporary,5,52.79,52.79,14,Yes,a278db6b2b09cf9f,Caro,Excelente
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,4,35.43,35.43,14,Yes,394f6d30cafc3edb,Médio,Bom
Shtum,Fiction,4,55.84,55.84,14,Yes,830fb3967c74866d,Caro,Bom
See America: A Celebration of Our National Parks & Treasured Sites,Travel,3,48.87,48.87,14,Yes,f9705c362f070608,Caro,Regular
salt.,Poetry,4,46.78,46.78,14,Yes,86cbddb61ea78bb7,Caro,Bom
Robin War,Sequential Art,3,47.82,47.82,14,Yes,85b2176b3b194030,Caro,Regular
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,2,25.48,25.48,14,Yes,31e2e2d9cca3778f,Médio,Ruim
Rain Fish,Childrens,3,23.57,23.57,14,Yes,a6454e329f872b78,Médio,Regular
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,5,50.89,50.89,14,Yes,aa35446aab16017f,Caro,Excelente
Pet Sematary,Horror,3,10.56,10.56,14,Yes,af58a74e4b2a23a0,Barato,Regular
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,3,52.15,52.15,14,Yes,8ecf0356a3878811,Caro,Regular
Once Was a Time,Childrens,2,18.28,18.28,14,Yes,e34efcc824685332,Barato,Ruim
Old School (Diary of a Wimpy Kid #10),Humor,5,11.83,11.83,14,Yes,02b74068fa98d8a4,Barato,Excelente
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,2,21.95,21.95,14,Yes,132ec5e8c984adef,Médio,Ruim
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,2,38.39,38.39,14,Yes,71e36f33981ddb74,Médio,Ruim
My Name Is Lucy Barton,Fiction,1,41.56,41.56,14,Yes,727bf2b86b19ad88,Caro,Péssimo
My Mrs. Brown,Fiction,3,24.48,24.48,14,Yes,cc82685d9f49bc2c,Médio,Regular
My Kind of Crazy,Young Adult,1,40.36,40.36,14,Yes,137b0b2775701e11,Caro,Péssimo
Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,1,28.9,28.9,14,Yes,caa2e5b3fb1b2d4c,Médio,Péssimo
More Than Music (Chasing the Dream #1),Add a comment,2,37.61,37.61,14,Yes,47d47155e89c8be7,Médio,Ruim
Made to Stick: Why Some Ideas Survive and Others Die,Business,5,38.85,38.85,14,Yes,b96fc7a0ea7d4b45,Médio,Excelente
Luis Paints the World,Childrens,3,53.95,53.95,14,Yes,5b43cae640f2338a,Caro,Regular
Luckiest Girl Alive,Default,3,49.83,49.83,14,Yes,d512871626a5e588,Caro,Regular
Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,2,51.51,51.51,14,Yes,a10c7515834240f3,Caro,Ruim
Love Is a Mix Tape (Music #1),Music,1,18.03,18.03,14,Yes,adb5f51c2e2ab13f,Barato,Péssimo
Looking for Lovely: Collecting the Moments that Matter,Nonfiction,5,29.14,29.14,14,Yes,24af96df0bafb925,Médio,Excelente
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,4,46.91,46.91,14,Yes,17fb5a88180f9904,Caro,Bom
Let It Out: A Journey Through Journaling,Nonfiction,5,26.79,26.79,14,Yes,1174156c4a0eccaa,Médio,Excelente
Lady Midnight (The Dark Artifices #1),Default,5,16.28,16.28,14,Yes,708345c9897fd7c5,Barato,Excelente
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,1,19.55,19.55,14,Yes,245e6bf08b8d2955,Barato,Péssimo
Island of Dragons (Unwanteds #7),Fantasy,1,29.65,29.65,14,Yes,2b52334fab158861,Médio,Péssimo
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,4,25.98,25.98,14,Yes,b8a8ff84233f0570,Médio,Bom
I Am Pilgrim (Pilgrim #1),Fiction,4,10.6,10.6,14,Yes,aeff7b87a8e83ebb,Barato,Bom
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,5,14.75,14.75,14,Yes,fbb21a2f71f4d981,Barato,Excelente
"Hush, Hush (Hush, Hush #1)",Default,3,47.02,47.02,14,Yes,6b6cd77fbc91b7a6,Caro,Regular
Hold Your Breath (Search and Rescue #1),Romance,1,28.82,28.82,14,Yes,0b165bd4b9f42fd5,Médio,Péssimo
Hamilton: The Revolution,Nonfiction,3,58.79,58.79,14,Yes,afa829857f82f99e,Caro,Regular
Greek Mythic History,Default,5,10.23,10.23,14,Yes,f201f263d8c23f97,Barato,Excelente
God: The Most Unpleasant Character in All Fiction,Religion,5,30.03,30.03,14,Yes,eec424a84c9e4c68,Médio,Excelente
Glory over Everything: Beyond The Kitchen House,Historical Fiction,3,45.84,45.84,14,Yes,de4b403cb629a29f,Caro,Regular
Feathers: Displays of Brilliant Plumage,Art,3,49.05,49.05,14,Yes,9194ae88379dbf1a,Caro,Regular
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,4,15.06,15.06,14,Yes,ac4dde0d1be05de0,Barato,Bom
Every Last Word,Default,3,46.47,46.47,14,Yes,a2bd4ca82d908442,Caro,Regular
Eligible (The Austen Project #4),Fiction,3,27.09,27.09,14,Yes,9eaf58b03a2779cc,Médio,Regular
El Deafo,Sequential Art,5,57.62,57.62,14,Yes,27c5968fe43cc06e,Caro,Excelente
Eight Hundred Grapes,Fiction,4,14.39,14.39,14,Yes,1d6dd0c87d90fe92,Barato,Bom
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,5,51.75,51.75,14,Yes,a01f6d368ef64dc5,Caro,Excelente
"Eat Fat, Get Thin",Health,2,54.07,54.07,14,Yes,047dfa57ba0bf638,Caro,Ruim
Don't Get Caught,Young Adult,1,55.35,55.35,14,Yes,ad2887ce04583910,Caro,Péssimo
Doctor Sleep (The Shining #2),Horror,2,40.12,40.12,14,Yes,bf5de316a5e9a4ab,Caro,Ruim
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,5,37.51,37.51,14,Yes,3c6fe637a0180b01,Médio,Excelente
Dear Mr. Knightley,Fiction,5,11.21,11.21,14,Yes,94a958ea126cdcd5,Barato,Excelente
Daily Fantasy Sports,Default,1,36.58,36.58,14,Yes,0e94a089328be4bc,Médio,Péssimo
Crazy Love: Overwhelmed by a Relentless God,Christian,2,47.72,47.72,14,Yes,4b9d9cfe0f435788,Caro,Ruim
Cometh the Hour (The Clifton Chronicles #6),Fiction,3,25.01,25.01,14,Yes,28cf0d1c51b491e5,Médio,Regular
Code Name Verity (Code Name Verity #1),Add a comment,4,22.13,22.13,14,Yes,33a3e0e3ffde0dcd,Médio,Bom
Clockwork Angel (The Infernal Devices #1),Default,1,44.14,44.14,14,Yes,42b0c50fc44140ec,Caro,Péssimo
City of Glass (The Mortal Instruments #3),Fantasy,4,56.02,56.02,14,Yes,966ebb738e0f9d9b,Caro,Bom
City of Fallen Angels (The Mortal Instruments #4),Default,4,11.23,11.23,14,Yes,1e264c677d4ee4ae,Barato,Bom
City of Bones (The Mortal Instruments #1),Default,1,43.28,43.28,14,Yes,5b987e54ee72525c,Caro,Péssimo
City of Ashes (The Mortal Instruments #2),Default,1,47.27,47.27,14,Yes,8a6ec2761f91dad2,Caro,Péssimo
Cell,Add a comment,4,20.29,20.29,14,Yes,bfbb54bc8cdeed2b,Médio,Bom
Catching Jordan (Hundred Oaks),Young Adult,3,50.83,50.83,14,Yes,e2e7b683b4c15b7d,Caro,Regular
"Carry On, Warrior: Thoughts on Life Unarmed",Default,3,31.85,31.85,14,Yes,1b0fc9f777cad045,Médio,Regular
Carrie,Default,2,46.23,46.23,14,Yes,5f22418922fa728b,Caro,Ruim
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,4,37.8,37.8,14,Yes,16ef91b9d827859c,Médio,Bom
Brain on Fire: My Month of Madness,Nonfiction,5,49.32,49.32,14,Yes,a80f66b254fe9eb3,Caro,Excelente
Batman: Europa,Sequential Art,2,32.01,32.01,14,Yes,bf68dcb5fad3cc8c,Médio,Ruim
Barefoot Contessa Back to Basics,Food and Drink,1,28.01,28.01,14,Yes,999912e63a3262ae,Médio,Péssimo
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,5,50.62,50.62,14,Yes,0e0da9192a025efc,Caro,Excelente
Balloon Animals,Fiction,3,17.03,17.03,14,Yes,9b65f676984c9f0c,Barato,Regular
Art Ops Vol. 1,Sequential Art,3,48.8,48.8,14,Yes,ffdc825785c0ede8,Caro,Regular
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,4,58.14,58.14,14,Yes,41164b8ac02a2c42,Caro,Bom
Angels Walking (Angels Walking #1),Add a comment,2,34.2,34.2,14,Yes,1fbb5f786e53a0ce,Médio,Ruim
Angels & Demons (Robert Langdon #1),Default,3,51.48,51.48,14,Yes,ad41c24ccac0c7ce,Caro,Regular
All the Light We Cannot See,Historical,5,29.87,29.87,14,Yes,39861fc1c0845d15,Médio,Excelente
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,2,10.9,10.9,14,Yes,5319169a72714c62,Barato,Ruim
Abstract City,Nonfiction,5,56.37,56.37,14,Yes,cf1aa2fc02a7d1e0,Caro,Excelente
A Time of Torment (Charlie Parker #14),Mystery,5,48.35,48.35,14,Yes,4416c474713ec1f5,Caro,Excelente
A Study in Scarlet (Sherlock Holmes #1),Mystery,2,16.73,16.73,14,Yes,63ee5bc46066a8a8,Barato,Ruim
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,2,56.48,56.48,14,Yes,c1379d3744f1dd2c,Caro,Ruim
A People's History of the United States,Add a comment,2,40.79,40.79,14,Yes,1ad06aed9349af46,Caro,Ruim
A Man Called Ove,Fiction,1,39.72,39.72,14,Yes,8682c03de6a844ff,Médio,Péssimo
A Distant Mirror: The Calamitous 14th Century,History,3,14.58,14.58,14,Yes,d5e0526e1ab682a3,Barato,Regular
A Brush of Wings (Angels Walking #3),Add a comment,1,55.51,55.51,14,Yes,01a177623cce9596,Caro,Péssimo
1491: New Revelations of the Americas Before Columbus,History,3,21.8,21.8,14,Yes,6e8e5626ac4d279e,Médio,Regular
"The Three Searches, Meaning, and the Story",Default,3,13.33,13.33,13,Yes,ac5e0d3938caf686,Barato,Regular
Searching for Meaning in Gailana,Fantasy,1,38.73,38.73,13,Yes,2f0213137a80d485,Médio,Péssimo
Rook,Add a comment,4,37.86,37.86,13,Yes,44d97b6707dae3f0,Médio,Bom
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,2,11.53,11.53,13,Yes,8bbd7df8a324f31d,Barato,Ruim
13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,1,27.06,27.06,13,Yes,4be9d1910f8a4e80,Médio,Péssimo
Will You Won't You Want Me?,Womens Fiction,3,13.86,13.86,12,Yes,077b635ff2afc578,Barato,Regular
Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,1,37.55,37.55,12,Yes,148715df5a02ea5e,Médio,Péssimo
The Star-Touched Queen,Fantasy,5,32.3,32.3,12,Yes,4a7a25be293ad678,Médio,Excelente
The Silent Sister (Riley MacPherson #1),Fiction,5,46.29,46.29,12,Yes,ce1ae197ada2aec4,Caro,Excelente
The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,1,26.2,26.2,12,Yes,14e44163678e24dc,Médio,Péssimo
The Lonely City: Adventures in the Art of Being Alone,Nonfiction,2,33.26,33.26,12,Yes,582a21a1dbbef3cf,Médio,Ruim
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,4,59.15,59.15,12,Yes,3063c7e95d0bf76f,Caro,Bom
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,1,39.43,39.43,12,Yes,235fa48eeed11d82,Médio,Péssimo
The Epidemic (The Program 0.6),Young Adult,5,14.44,14.44,12,Yes,f732d7d18a91d2ba,Barato,Excelente
The Dinner Party,Fiction,2,56.54,56.54,12,Yes,c6ca293d4810e0d5,Caro,Ruim
The Diary of a Young Girl,Nonfiction,3,59.9,59.9,12,Yes,54fc03f1e1d355db,Caro,Regular
The Children,Add a comment,3,11.88,11.88,12,Yes,64fd010bf8d15096,Barato,Regular
Stars Above (The Lunar Chronicles #4.5),Young Adult,2,48.05,48.05,12,Yes,b63ea3f7a57ae099,Caro,Ruim
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,3,21.21,21.21,12,Yes,f40fea200e0c644f,Médio,Regular
Raspberry Pi Electronics Projects for the Evil Genius,Default,4,49.67,49.67,12,Yes,ebf81a62e4798fd1,Caro,Bom
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,1,43.14,43.14,12,Yes,8976d9161c027142,Caro,Péssimo
Psycho: Sanitarium (Psycho #1.5),Horror,5,36.97,36.97,12,Yes,b8d7b3f5c7a95d65,Médio,Excelente
Poisonous (Max Revere Novels #3),Mystery,3,26.8,26.8,12,Yes,abdd91e96515a617,Médio,Regular
One with You (Crossfire #5),Add a comment,4,15.71,15.71,12,Yes,81ef44fcc5f454df,Barato,Bom
No Love Allowed (Dodge Cove #1),Young Adult,4,54.65,54.65,12,Yes,db84624b151cbe06,Caro,Bom
Murder at the 42nd Street Library (Raymond Ambler #1),Mystery,4,54.36,54.36,12,Yes,e7fe3bf2768602cf,Caro,Bom
Most Wanted,Mystery,3,35.28,35.28,12,Yes,c039f5aceb093537,Médio,Regular
"Love, Lies and Spies",Historical Fiction,2,20.55,20.55,12,Yes,9546d537fbf99eb6,Médio,Ruim
How to Speak Golf: An Illustrated Guide to Links Lingo,Default,5,58.32,58.32,12,Yes,b978c9852cde91bd,Caro,Excelente
Hide Away (Eve Duncan #20),Mystery,1,11.84,11.84,12,Yes,bddc6fd036eb6279,Barato,Péssimo
Furiously Happy: A Funny Book About Horrible Things,Nonfiction,4,41.46,41.46,12,Yes,c6a29d6df8de968c,Caro,Bom
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,5,20.1,20.1,12,Yes,76319fe9d8b465a3,Médio,Excelente
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,1,56.86,56.86,12,Yes,3968e3fbf4695d7c,Caro,Péssimo
Eleanor & Park,Default,5,56.51,56.51,12,Yes,6983328f15506cb9,Caro,Excelente
Dirty (Dive Bar #1),Romance,4,40.83,40.83,12,Yes,df7e628bad5782b4,Caro,Bom
Can You Keep a Secret? (Fear Street Relaunch #4),Horror,1,48.64,48.64,12,Yes,d069086944f2e330,Caro,Péssimo
Boar Island (Anna Pigeon #19),Mystery,3,59.48,59.48,12,Yes,49b24c6a41b82bd2,Caro,Regular
A Paris Apartment,Historical Fiction,4,39.01,39.01,12,Yes,63343e287971bb0c,Médio,Bom
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,1,38.77,38.77,12,Yes,a4eef523118805ef,Médio,Péssimo
Troublemaker: Surviving Hollywood and Scientology,Default,2,48.39,48.39,11,Yes,515cb8fcafb1ad98,Caro,Ruim
The Widow,Mystery,2,27.26,27.26,11,Yes,6159d8b187831770,Médio,Ruim
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,4,11.68,11.68,11,Yes,985991708c47003e,Barato,Bom
The Improbability of Love,Fiction,1,59.45,59.45,11,Yes,437d8dea9272d0a9,Caro,Péssimo
The Art of Startup Fundraising,Business,3,21.0,21.0,11,Yes,1c584f82a7a1c4f0,Médio,Regular
Take Me Home Tonight (Rock Star Romance #3),Romance,3,53.98,53.98,11,Yes,cf62fa272b5f0fa3,Caro,Regular
Sleeping Giants (Themis Files #1),Science Fiction,1,48.74,48.74,11,Yes,f435aa99d864077d,Caro,Péssimo
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,2,21.15,21.15,11,Yes,b06599b108e83f98,Médio,Ruim
Playing with Fire,Mystery,3,13.71,13.71,11,Yes,05a61a3bd8ca4149,Barato,Regular
Off the Hook (Fishing for Trouble #1),Romance,3,47.67,47.67,11,Yes,b783ce08802cd1d1,Caro,Regular
Mothering Sunday,Fiction,2,13.34,13.34,11,Yes,47e1b2d43f709995,Barato,Ruim
"Mother, Can You Not?",Nonfiction,5,16.89,16.89,11,Yes,28b2df9fadc9f07e,Barato,Excelente
M Train,Autobiography,1,27.18,27.18,11,Yes,5569c3fea112718e,Médio,Péssimo
Lilac Girls,Historical Fiction,2,17.28,17.28,11,Yes,bade9943ee01b63f,Barato,Ruim
Lies and Other Acts of Love,Fiction,1,45.14,45.14,11,Yes,469508882dfc1991,Caro,Péssimo
Lab Girl,Autobiography,1,40.85,40.85,11,Yes,825d6c44da3ca5a6,Caro,Péssimo
Keep Me Posted,Womens Fiction,4,20.46,20.46,11,Yes,20dc4f1ac5d4fd9c,Médio,Bom
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,3,56.27,56.27,11,Yes,ce8666d9b42fc9a0,Caro,Regular
Grey (Fifty Shades #4),Womens Fiction,4,48.49,48.49,11,Yes,b5953ca1f8a0b8d7,Caro,Bom
"Exit, Pursued by a Bear",Young Adult,4,51.34,51.34,11,Yes,c65c25d990fc7025,Caro,Bom
Daredevils,Fiction,3,16.34,16.34,11,Yes,f608c903c451f387,Barato,Regular
Cravings: Recipes for What You Want to Eat,Food and Drink,3,20.5,20.5,11,Yes,2587c54f5530dafc,Médio,Regular
Born for This: How to Find the Work You Were Meant to Do,Business,5,21.59,21.59,11,Yes,816180220e8cb419,Médio,Excelente
Arena,Science Fiction,4,21.36,21.36,11,Yes,2c34f9432069b52b,Médio,Bom
Adultery,Default,5,20.88,20.88,11,Yes,bb967277222e689c,Médio,Excelente
A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,3,19.53,19.53,11,Yes,2b69dec0193511d9,Barato,Regular
A Gentleman's Position (Society of Gentlemen #3),Romance,5,14.75,14.75,11,Yes,40c4bf520c17de54,Barato,Excelente
11/22/63,Fiction,3,48.48,48.48,11,Yes,a9d7b75461084a26,Caro,Regular
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,2,24.57,24.57,10,Yes,34669b2e9d407d3a,Médio,Ruim
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,5,49.71,49.71,10,Yes,96aa539bfd4c07e2,Caro,Excelente
Without Shame,Add a comment,5,48.27,48.27,9,Yes,ab60e6f5a63e1cfb,Caro,Excelente
Watchmen,Add a comment,4,58.05,58.05,9,Yes,d1848064c54e01c7,Caro,Bom
Unlimited Intuition Now,Default,4,58.87,58.87,9,Yes,4fd0a2a350f016e6,Caro,Bom
Underlying Notes,Default,2,11.82,11.82,9,Yes,0967effecd292a86,Barato,Ruim
The Shack,Fiction,1,28.03,28.03,9,Yes,903a9f8090104c2c,Médio,Péssimo
The New Brand You: Your New Image Makes the Sale for You,Default,5,44.05,44.05,9,Yes,4b50fb1359ebf35d,Caro,Excelente
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,4,12.34,12.34,9,Yes,65cfc9f242c2984a,Barato,Bom
The Flowers Lied,Default,2,16.68,16.68,9,Yes,33396269bcce166f,Barato,Ruim
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,1,55.91,55.91,9,Yes,ca74f2e3c35a3e77,Caro,Péssimo
The Book of Mormon,Religion,3,24.57,24.57,9,Yes,3f25a2fedae191cc,Médio,Regular
The Art and Science of Low Carbohydrate Living,Health,5,52.98,52.98,9,Yes,f9c87ccb2bc4853b,Caro,Excelente
The Alien Club,Young Adult,1,54.4,54.4,9,Yes,e77594ece9b9d1fe,Caro,Péssimo
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,5,54.81,54.81,9,Yes,0e095ed785af7e43,Caro,Excelente
Nap-a-Roo,Childrens,1,25.08,25.08,9,Yes,913e7109cec0cb4c,Médio,Péssimo
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,4,10.41,10.41,9,Yes,ee6c67859d70186b,Barato,Bom
Modern Day Fables,Default,2,47.44,47.44,9,Yes,6baac632f7711e26,Caro,Ruim
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,1,20.91,20.91,9,Yes,8fab4c4f6f82a4ce,Médio,Péssimo
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,4,33.95,33.95,9,Yes,97187f5cf0385da3,Médio,Bom
Dress Your Family in Corduroy and Denim,Humor,3,43.68,43.68,9,Yes,7e9068872228c474,Caro,Regular
Don't Forget Steven,Young Adult,1,33.23,33.23,9,Yes,e845d305f64154f1,Médio,Péssimo
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,2,35.92,35.92,9,Yes,7186241e043de5dc,Médio,Ruim
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,4,48.63,48.63,9,Yes,d6d9ffea95f2f8bf,Caro,Bom
A Shard of Ice (The Black Symphony Saga #1),Fantasy,3,56.63,56.63,9,Yes,63d5f1651880dcea,Caro,Regular
A Hero's Curse (The Unseen Chronicles #1),Add a comment,3,50.49,50.49,9,Yes,c181ca8eabe7d18c,Caro,Regular
23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,2,35.79,35.79,9,Yes,61cf7eb9d2cd8bb0,Médio,Ruim
"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,3,34.06,34.06,8,Yes,e77033ce559947f7,Médio,Regular
Why Not Me?,Nonfiction,1,17.76,17.76,8,Yes,04f6c929888f4f11,Barato,Péssimo
